team_id,qs,k,k_sp,k_rp,bb,bb_sp,bb_rp,outs,outs_sp,outs_rp,earned_runs,earned_runs_sp,earned_runs_rp,hr_allowed_sp,hr_allowed_rp,hr_allowed,hpb,hpb_sp,hpb_rp,blue_balls,langes,bednars,era,era_sp,era_rp,k9,k9_sp,k9_rp,bb9,bb9_sp,bb9_rp,k_per_bb,k_per_bb_sp,k_per_bb_rp,hr9,hr9_sp,hr9_rp,fip,fip_sp,fip_rp,fip_constant
1,79,1252,1070,182,477,396,81,3597,3117,480,471,421,50,133,14,147,33,30,3,7,6,2,3.5354462051709756,3.646775745909528,2.8125,9.397831526271892,9.268527430221367,10.237499999999999,3.580483736447039,3.430221366698749,4.55625,2.6247379454926625,2.702020202020202,2.246913580246914,1.103419516263553,1.1520692974013473,0.7875,3.8880251254856577,3.940996762902466,3.5440405550102616,3.1065405550102616
2,77,1191,1008,183,409,338,71,3650,3175,475,541,458,83,119,21,140,55,43,12,11,16,4,4.001917808219178,3.8948031496062994,4.717894736842106,8.810136986301371,8.571968503937008,10.402105263157896,3.0254794520547947,2.8743307086614176,4.03578947368421,2.9119804400977993,2.9822485207100593,2.5774647887323945,1.0356164383561643,1.0119685039370079,1.1936842105263157,3.7887323358321794,3.743390948711049,4.091803712904999,3.1065405550102616
4,94,1374,1150,224,459,374,85,3977,3382,595,520,448,72,144,28,172,58,55,3,9,8,1,3.5302992205179784,3.5765819041986995,3.2672268907563025,9.328136786522505,9.180958013010054,10.16470588235294,3.1161679658033696,2.9858072146658783,3.8571428571428568,2.9934640522875817,3.0748663101604277,2.635294117647059,1.1677143575559465,1.1496156120638676,1.2705882352941176,3.8902971554628643,3.868515717635927,4.014103580220346,3.1065405550102616
5,78,1343,1063,280,403,337,66,3740,3159,581,524,480,44,136,14,150,51,43,8,8,3,0,3.782887700534759,4.102564102564102,2.044750430292599,9.695454545454545,9.085470085470085,13.012048192771084,2.9093582887700538,2.8803418803418803,3.0671256454388987,3.332506203473945,3.1543026706231454,4.242424242424242,1.0828877005347595,1.1623931623931625,0.6506024096385542,3.6086795924434165,3.849180630983671,2.30103280974348,3.1065405550102616
6,79,1389,1177,212,435,365,70,3766,3238,528,558,483,75,152,18,170,49,46,3,10,15,2,4.000531067445566,4.027486102532427,3.835227272727273,9.958311205523101,9.814391599752934,10.84090909090909,3.1186935740839083,3.04354539839407,3.579545454545454,3.193103448275862,3.2246575342465755,3.0285714285714285,1.2187997875730217,1.2674490426189007,0.9204545454545454,3.81073598783023,3.8986962066470747,3.2713132822829887,3.1065405550102616
7,100,1199,985,214,434,339,95,3927,3323,604,552,467,85,138,21,159,61,50,11,7,9,3,3.795263559969442,3.794462834787842,3.7996688741721854,8.243697478991598,8.003310261811617,9.566225165562914,2.983957219251337,2.7544387601564853,4.246688741721854,2.762672811059908,2.905604719764012,2.2526315789473683,1.0932009167303285,1.121275955461932,0.9387417218543046,3.9881295542463198,4.001214042822479,3.916143204016884,3.1065405550102616
8,77,1215,1057,158,426,352,74,3557,3094,463,536,448,88,131,22,153,68,58,10,9,13,5,4.068597132414957,3.9095022624434392,5.1317494600431965,9.222659544560022,9.22398190045249,9.213822894168466,3.233623840314872,3.0717517776341303,4.315334773218143,2.852112676056338,3.002840909090909,2.135135135135135,1.1613719426482991,1.1431803490627022,1.2829373650107991,3.9845276227639865,3.900658202069085,4.544985479416309,3.1065405550102616
9,91,1364,1143,221,407,329,78,3835,3281,554,517,449,68,140,13,153,50,46,4,12,6,1,3.639895697522816,3.694910088387687,3.3140794223826715,9.603129074315515,9.405973788479121,10.770758122743683,2.8654498044328554,2.7074062785736053,3.8014440433212995,3.3513513513513513,3.474164133738602,2.8333333333333335,1.0771838331160364,1.1520877781164278,0.6335740072202166,3.6009342968616305,3.7091007500727424,2.9603311687286733,3.1065405550102616
11,88,1183,1033,150,350,293,57,3745,3299,446,483,431,52,124,10,134,33,22,11,19,9,2,3.482242990654205,3.527432555319794,3.1479820627802693,8.528971962616822,8.454380115186419,9.080717488789238,2.5233644859813085,2.3979993937556836,3.4506726457399104,3.38,3.525597269624573,2.6315789473684212,0.9660881174899866,1.0148529857532584,0.6053811659192825,3.527101302673813,3.5530394940827077,3.3352401065797683,3.1065405550102616
12,80,1186,918,268,441,331,110,3696,2995,701,591,489,102,129,28,157,54,42,12,7,12,4,4.31737012987013,4.408347245409015,3.92867332382311,8.66396103896104,8.275792988313857,10.322396576319544,3.221590909090909,2.983973288814691,4.236804564907275,2.689342403628118,2.773413897280967,2.4363636363636365,1.1469155844155843,1.1629382303839733,1.078459343794579,4.043228866698573,4.068143226128792,3.936783065709263,3.1065405550102616
13,83,1266,1101,165,400,311,89,3499,3080,419,505,444,61,146,20,166,42,34,8,10,7,1,3.896827665047156,3.892207792207792,3.9307875894988067,9.769076879108317,9.651623376623377,10.632458233890215,3.0865961703343814,2.7262987012987017,5.73508353221957,3.165,3.540192926045016,1.853932584269663,1.280937410688768,1.2798701298701298,1.2887828162291168,3.922773764498687,3.8185535420232486,4.688879457158233,3.1065405550102616
14,82,1136,910,226,437,382,55,3839,3260,579,554,503,51,118,14,132,73,63,10,10,6,2,3.8963271685334724,4.165950920245399,2.378238341968912,7.989580619953112,7.53680981595092,10.538860103626943,3.073456629330555,3.1638036809815953,2.564766839378238,2.59954233409611,2.3821989528795813,4.109090909090909,0.9283667621776505,0.9773006134969325,0.6528497409326425,3.8676762674353724,4.071877978323145,2.7179395187408315,3.1065405550102616
