team_id,qs,k,k_sp,k_rp,bb,bb_sp,bb_rp,outs,outs_sp,outs_rp,earned_runs,earned_runs_sp,earned_runs_rp,hr_allowed_sp,hr_allowed_rp,hr_allowed,hpb,hpb_sp,hpb_rp,blue_balls,langes,bednars,era,era_sp,era_rp,k9,k9_sp,k9_rp,bb9,bb9_sp,bb9_rp,k_per_bb,k_per_bb_sp,k_per_bb_rp,hr9,hr9_sp,hr9_rp,fip,fip_sp,fip_rp,fip_constant
1,83,1311,1082,229,442,366,76,3805,3251,554,529,449,80,140,22,162,51,40,11,6,9,3,3.753745072273324,3.7290064595509076,3.898916967509025,9.302759526938239,8.9861581051984,11.160649819494585,3.1363994743758212,3.0396800984312518,3.7039711191335742,2.9660633484162897,2.9562841530054644,3.013157894736842,1.1495400788436267,1.1627191633343588,1.072202166064982,3.832062406021671,3.8793193503117327,3.5547477383556227,3.072798279871868
2,66,1225,1003,222,404,328,76,3679,3133,546,601,538,63,168,19,187,56,43,13,5,9,1,4.4107094319108455,4.636450686243218,3.1153846153846154,8.990214732264203,8.643791892754548,10.978021978021978,2.9649361239467247,2.8266836897542293,3.758241758241758,3.032178217821782,3.057926829268293,2.9210526315789473,1.3723837999456374,1.4478135971911905,0.9395604395604396,4.182610728906932,4.308993619801647,3.4574136644872526,3.072798279871868
4,84,1318,1086,232,396,318,78,3664,3119,545,507,436,71,153,25,178,43,37,6,10,11,5,3.736080786026201,3.7742866303302343,3.517431192660551,9.712336244541484,9.401090092978519,11.493577981651377,2.918122270742358,2.752805386341776,3.8642201834862386,3.3282828282828283,3.4150943396226414,2.9743589743589745,1.3116812227074237,1.3244629689002887,1.2385321100917432,3.887481685985405,3.921147109624994,3.694816628495721,3.072798279871868
5,82,1285,1068,217,403,329,74,3661,3135,526,522,457,65,137,18,155,54,42,12,13,8,3,3.8497678229991803,3.935885167464115,3.3365019011406845,9.47691887462442,9.198086124401913,11.138783269961976,2.972138759901666,2.8334928229665075,3.798479087452472,3.1885856079404467,3.2462006079027357,2.9324324324324325,1.1431302922698716,1.1799043062200958,0.9239543726235742,3.741468042231879,3.7981571315465095,3.4035967589593206,3.072798279871868
6,91,1272,1044,228,378,310,68,3800,3223,577,507,449,58,147,17,164,44,38,6,5,5,1,3.602368421052631,3.7614024201054916,2.7140381282495665,9.037894736842105,8.745888923363326,10.668977469670711,2.6857894736842103,2.5969593546385354,3.181975736568458,3.365079365079365,3.367741935483871,3.3529411764705883,1.1652631578947368,1.2314613713931122,0.7954939341421144,3.7470088061876576,3.879810380399327,3.005207292003584,3.072798279871868
7,90,1288,1103,185,449,376,73,3851,3324,527,572,492,80,134,15,149,56,48,8,13,17,9,4.010386912490262,3.996389891696751,4.098671726755218,9.030381719034017,8.959386281588447,9.47817836812144,3.1480135029862373,3.0541516245487363,3.740037950664137,2.868596881959911,2.9335106382978724,2.5342465753424657,1.0446637237081278,1.0884476534296028,0.7685009487666034,3.755218430482099,3.802040157128186,3.4598950540654165,3.072798279871868
8,91,1231,1019,212,366,303,63,3708,3192,516,517,454,63,156,20,176,48,39,9,10,10,1,3.7645631067961163,3.8402255639097747,3.296511627906977,8.96359223300971,8.61936090225564,11.093023255813954,2.6650485436893203,2.5629699248120303,3.296511627906977,3.3633879781420766,3.363036303630363,3.365079365079365,1.2815533980582525,1.3195488721804511,1.0465116279069768,3.9368759497747807,4.0276854979169805,3.375123861267217,3.072798279871868
9,89,1227,1024,203,426,362,64,3865,3297,568,514,442,72,111,20,131,58,48,10,8,12,3,3.590685640362225,3.6196542311191995,3.4225352112676055,8.571539456662354,8.385805277525023,9.649647887323944,2.9759379042690814,2.964513193812557,3.0422535211267605,2.880281690140845,2.8287292817679557,3.171875,0.9151358344113842,0.9090081892629663,0.9507042253521127,3.6169121220452185,3.6414970969783287,3.4742067305760935,3.072798279871868
11,80,1134,923,211,383,314,69,3659,3136,523,556,508,48,149,12,161,43,38,5,3,5,0,4.10276031702651,4.373724489795919,2.478011472275335,8.367860071057665,7.946747448979592,10.892925430210326,2.82618201694452,2.7034438775510203,3.5621414913957934,2.960835509138381,2.9394904458598727,3.0579710144927534,1.1880295162612735,1.2828443877551021,0.6195028680688337,3.977143729448255,4.170055932933092,2.8204082225104914,3.072798279871868
12,99,1417,1115,302,419,331,88,4120,3387,733,535,452,83,126,25,151,48,30,18,12,11,0,3.5060679611650487,3.6031886625332152,3.057298772169168,9.286165048543689,8.888396811337467,11.124147339699864,2.745873786407767,2.6386182462356067,3.241473396998636,3.3818615751789975,3.3685800604229605,3.4318181818181817,0.9895631067961166,1.004428697962799,0.9208731241473397,3.4587206099689554,3.5076964198187235,3.232416288057407,3.072798279871868
13,92,1357,1150,207,409,320,89,3840,3232,608,464,379,85,114,21,135,48,43,5,6,11,1,3.2625,3.16615099009901,3.774671052631579,9.54140625,9.607054455445544,9.192434210526317,2.8757812499999997,2.6732673267326734,3.9523026315789473,3.317848410757946,3.59375,2.3258426966292136,0.94921875,0.9523514851485148,0.9325657894736843,3.394673279871868,3.3243453095748383,3.768521964082394,3.072798279871868
14,82,1231,1003,228,466,397,69,3926,3316,610,560,489,71,135,21,156,43,38,5,14,8,4,3.851248089658686,3.981604342581423,3.142622950819672,8.465868568517575,8.166767189384801,10.091803278688525,3.204788588894549,3.232509047044632,3.0540983606557375,2.6416309012875536,2.526448362720403,3.3043478260869565,1.0728476821192054,1.0992159227985525,0.9295081967213116,3.907999502490309,4.026356784093823,3.2646015585603925,3.072798279871868
