lineup_id,position,player,player_id,team_id,points,ppg,matchup_id
15,RP,Trevor Megill,40080,4,20.5,5.125,9
15,RP,Justin Slaten,4917925,12,19.5,4.875,9
0,C,Cal Raleigh,41292,11,43,7.166666666666667,10
1,1B,Jonathan Aranda,40810,9,30,5,10
2,2B,Luis Garcia Jr.,40459,13,27,4.5,10
3,3B,Jose Ramirez,32801,9,32.5,5.416666666666667,10
4,SS,Jeremy Pena,41273,1,37,6.166666666666667,10
5,OF,Christian Yelich,31283,4,34,6.8,10
5,OF,James Wood,4918256,11,34,5.666666666666667,10
5,OF,Jackson Chourio,4917869,1,33.5,5.583333333333333,10
5,OF,George Springer,32078,14,32.5,5.416666666666667,10
5,OF,Bryan Reynolds,38980,12,29,4.833333333333333,10
6,2B/SS,Bo Bichette,38904,6,31.5,4.5,10
7,1B/3B,Vladimir Guerrero Jr.,35002,4,28.5,4.071428571428571,10
12,UTIL,Shohei Ohtani,39832,14,33.5,5.583333333333333,10
14,SP,Garrett Crochet,4297835,6,56,28,10
14,SP,Taj Bradley,42480,13,54,27,10
14,SP,Hunter Brown,4717803,7,48,24,10
14,SP,Jameson Taillon,31258,12,43.5,21.75,10
14,SP,Ranger Suarez,39817,11,41,20.5,10
14,SP,Framber Valdez,36581,7,40,40,10
15,RP,Tommy Kahnle,31867,1,26,6.5,10
15,RP,Reed Garrett,36526,13,23.5,7.833333333333333,10
15,RP,Daniel Palencia,4875225,6,23,7.666666666666667,10
0,C,Hunter Goodman,4416591,6,31,5.166666666666667,11
1,1B,Pete Alonso,37498,11,50.5,7.214285714285714,11
2,2B,Ketel Marte,32512,12,38,6.333333333333333,11
3,3B,Manny Machado,31097,5,31,4.428571428571429,11
4,SS,Jacob Wilson,4719300,4,30,5,11
5,OF,Lawrence Butler,4917919,12,38,5.428571428571429,11
5,OF,Juan Soto,36969,12,33,4.714285714285714,11
5,OF,Aaron Judge,33192,2,32,5.333333333333333,11
5,OF,Tyler Soderstrom,4686066,12,29.5,4.214285714285714,11
5,OF,Ceddanne Rafaela,4987382,8,25.5,4.25,11
6,2B/SS,Bobby Witt Jr.,42403,7,25.5,4.25,11
7,1B/3B,Vinnie Pasquantino,4109109,13,31.5,5.25,11
12,UTIL,Cal Raleigh,41292,11,28.5,5.7,11
14,SP,Paul Skenes,4719507,13,64,32,11
14,SP,Logan Webb,41216,12,52.5,26.25,11
14,SP,Jack Flaherty,33837,5,49,24.5,11
14,SP,Cristopher Sanchez,42359,7,43,21.5,11
14,SP,Tanner Bibee,4345278,11,40,20,11
14,SP,Drew Rasmussen,42584,1,37,18.5,11
15,RP,Randy Rodriguez,4919929,5,23.5,5.875,11
15,RP,Josh Hader,32760,14,19.5,6.5,11
15,RP,Robert Suarez,4148749,14,19,6.333333333333333,11
0,C,Willson Contreras,32532,4,25.5,3.642857142857143,12
1,1B,Josh Smith,42884,11,36,6,12
2,2B,Jose Altuve,31662,1,28,4.666666666666667,12
3,3B,Alec Bohm,41169,7,27.5,4.583333333333333,12
4,SS,Elly De La Cruz,4917694,8,40.5,6.75,12
5,OF,Ronald Acuna Jr.,36185,5,42.5,7.083333333333333,12
5,OF,Fernando Tatis Jr.,35983,12,32,5.333333333333333,12
5,OF,Ian Happ,34945,5,31.5,4.5,12
5,OF,Brandon Nimmo,32159,6,30.5,5.083333333333333,12
5,OF,TJ Friedl,36020,13,28,4.666666666666667,12
6,2B/SS,J.P. Crawford,33210,5,28,4.666666666666667,12
7,1B/3B,Josh Naylor,35066,6,34.5,5.75,12
12,UTIL,Juan Soto,36969,12,27.5,4.583333333333333,12
14,SP,Zack Wheeler,31267,1,50,25,12
14,SP,Max Fried,32685,9,44,22,12
14,SP,Andrew Abbott,4414528,9,43.5,43.5,12
14,SP,Yusei Kikuchi,41415,7,43.5,21.75,12
14,SP,David Peterson,40921,14,42,42,12
14,SP,Spencer Schwellenbach,4424862,4,37,37,12
15,RP,Tanner Scott,35135,12,21,7,12
15,RP,Trevor Megill,40080,4,18.5,6.166666666666667,12
15,RP,Abner Uribe,4917865,9,18,6,12
0,C,Cal Raleigh,41292,11,51.5,8.583333333333334,13
1,1B,Alec Burleson,4345070,13,32.5,5.416666666666667,13
2,2B,Ketel Marte,32512,12,35.5,7.1,13
3,3B,Eugenio Suarez,32367,7,38,6.333333333333333,13
4,SS,CJ Abrams,42402,14,34.5,4.928571428571429,13
5,OF,Riley Greene,42179,9,39,6.5,13
5,OF,Byron Buxton,32655,1,38.5,7.7,13
5,OF,James Wood,4918256,11,36,5.142857142857143,13
5,OF,Ronald Acuna Jr.,36185,5,35,5.833333333333333,13
5,OF,Andy Pages,42468,12,30,4.285714285714286,13
6,2B/SS,Bo Bichette,38904,6,33,5.5,13
7,1B/3B,Max Muncy,33303,6,34,4.857142857142857,13
12,UTIL,Nick Kurtz,4966637,6,32,4.571428571428571,13
14,SP,Clarke Schmidt,41085,9,56.5,28.25,13
14,SP,Seth Lugo,34873,4,52.5,26.25,13
14,SP,Will Warren,5132011,5,41.5,20.75,13
14,SP,Andrew Abbott,4414528,9,35,17.5,13
14,SP,Ryan Pepiot,4208281,8,33,33,13
14,SP,Chris Sale,30948,13,32.5,32.5,13
15,RP,Aroldis Chapman,30442,11,23,7.666666666666667,13
15,RP,Emmanuel Clase,41743,2,21,5.25,13
15,RP,Felix Bautista,4905859,5,20,6.666666666666667,13
0,C,Agustin Ramirez,5132014,14,31.5,6.3,14
1,1B,Spencer Steer,4722857,7,32.5,5.416666666666667,14
2,2B,Otto Lopez,41917,9,42,7,14
3,3B,Max Muncy,33303,6,32,6.4,14
4,SS,Corey Seager,32691,2,32.5,6.5,14
5,OF,Kyle Tucker,34967,1,34.5,4.928571428571429,14
5,OF,Kyle Stowers,42796,7,34,5.666666666666667,14
5,OF,Juan Soto,36969,12,33,4.714285714285714,14
5,OF,James Wood,4918256,11,29.5,4.916666666666667,14
5,OF,Bryan Reynolds,38980,12,29,4.833333333333333,14
6,2B/SS,Nico Hoerner,41219,9,31,4.428571428571429,14
7,1B/3B,Vladimir Guerrero Jr.,35002,4,25,4.166666666666667,14
12,UTIL,George Springer,32078,14,29,5.8,14
14,SP,Ranger Suarez,39817,11,55.5,27.75,14
14,SP,Spencer Schwellenbach,4424862,4,54,27,14
14,SP,Sonny Gray,32082,2,52,52,14
14,SP,Tarik Skubal,42409,5,49,24.5,14
14,SP,Bryan Woo,4629089,8,47.5,23.75,14
14,SP,Framber Valdez,36581,7,46,23,14
15,RP,Bryan Abreu,41208,12,24,8,14
15,RP,Jeremiah Estrada,41014,4,21,7,14
15,RP,Jason Adam,32145,11,17,5.666666666666667,14
0,C,Will Smith,38309,2,23.5,5.875,15
1,1B,Michael Busch,42415,2,39.5,6.583333333333333,15
2,2B,Jose Altuve,31662,1,43.5,7.25,15
3,3B,Addison Barger,4997589,14,30.5,4.357142857142857,15
4,SS,Trevor Story,32150,11,41,6.833333333333333,15
5,OF,George Springer,32078,14,52.5,7.5,15
5,OF,Aaron Judge,33192,2,42,6,15
5,OF,Randy Arozarena,36488,2,37.5,5.357142857142857,15
5,OF,Jasson Dominguez,42401,13,32,5.333333333333333,15
5,OF,Seiya Suzuki,4142424,4,31.5,5.25,15
6,2B/SS,Willy Adames,33675,1,34.5,4.928571428571429,15
7,1B/3B,Cody Bellinger,33912,6,27.5,3.928571428571429,15
12,UTIL,Marcus Semien,32146,11,31.5,5.25,15
14,SP,Zack Wheeler,31267,1,78.5,39.25,15
14,SP,George Kirby,42406,11,52,26,15
14,SP,Joe Ryan,42450,8,43.5,21.75,15
14,SP,Trevor Rogers,39640,9,38.5,19.25,15
14,SP,Robbie Ray,32175,14,36.5,36.5,15
14,SP,Logan Webb,41216,12,36,18,15
15,RP,Jeff Hoffman,33841,4,24,6,15
15,RP,Andres Munoz,40939,2,22,7.333333333333333,15
15,RP,Edwin Diaz,35394,8,21,7,15
0,C,Salvador Perez,31127,8,47.5,5.277777777777778,16
1,1B,Nick Kurtz,4966637,6,62.5,6.944444444444445,16
2,2B,Xavier Edwards,41326,13,41.5,4.15,16
3,3B,Jose Ramirez,32801,9,68,6.8,16
4,SS,Zach Neto,4666100,8,44.5,4.45,16
5,OF,Kyle Stowers,42796,7,54.5,5.45,16
5,OF,Byron Buxton,32655,1,47,6.714285714285714,16
5,OF,Julio Rodriguez,41044,14,45.5,5.055555555555555,16
5,OF,Cody Bellinger,33912,6,44,4.888888888888889,16
5,OF,Brent Rooker,40926,2,42,4.666666666666667,16
6,2B/SS,Corey Seager,32691,2,41.5,4.15,16
7,1B/3B,Eugenio Suarez,32367,7,57,5.7,16
12,UTIL,Bryce Harper,30951,9,50,5.555555555555555,16
14,SP,Nick Pivetta,36071,4,72,24,16
14,SP,Shota Imanaga,5134630,2,68,22.666666666666668,16
14,SP,Garrett Crochet,4297835,6,64.5,32.25,16
14,SP,Merrill Kelly,32968,12,60,20,16
14,SP,Brayan Bello,4720856,9,56.5,28.25,16
14,SP,Freddy Peralta,39825,1,55,18.333333333333332,16
15,RP,Emmanuel Clase,41743,2,29,5.8,16
15,RP,Trevor Megill,40080,4,26,6.5,16
15,RP,Jeremiah Estrada,41014,4,25.5,5.1,16
0,C,Willson Contreras,32532,4,32.5,4.642857142857143,17
1,1B,Nick Kurtz,4966637,6,56.5,9.416666666666666,17
2,2B,Maikel Garcia,4905884,11,31,5.166666666666667,17
3,3B,Jose Ramirez,32801,9,34,4.857142857142857,17
4,SS,Bo Bichette,38904,6,33,4.714285714285714,17
5,OF,Steven Kwan,41996,5,34.5,4.928571428571429,17
5,OF,George Springer,32078,14,33,4.714285714285714,17
5,OF,Jackson Chourio,4917869,1,29.5,4.916666666666667,17
5,OF,Oneil Cruz,39712,1,28.5,4.75,17
5,OF,Kyle Stowers,42796,7,27,4.5,17
6,2B/SS,Willy Adames,33675,1,30.5,5.083333333333333,17
7,1B/3B,Vladimir Guerrero Jr.,35002,4,36,5.142857142857143,17
12,UTIL,Kyle Schwarber,33712,4,35,5.833333333333333,17
14,SP,Paul Skenes,4719507,13,53,26.5,17
14,SP,Nick Lodolo,42433,6,46,46,17
14,SP,Brandon Woodruff,37515,6,45,22.5,17
14,SP,Cristopher Sanchez,42359,7,43,43,17
14,SP,Logan Gilbert,41221,4,39.5,19.75,17
14,SP,Tyler Glasnow,33190,13,32.5,32.5,17
15,RP,Edwin Diaz,35394,8,29.5,7.375,17
15,RP,Andres Munoz,40939,2,16.5,5.5,17
15,RP,Garrett Whitlock,39674,12,16,5.333333333333333,17
0,C,William Contreras,39895,6,39,6.5,18
1,1B,Freddie Freeman,30193,14,29.5,4.916666666666667,18
2,2B,Jordan Westburg,4298641,8,26,4.333333333333333,18
3,3B,Jose Ramirez,32801,9,33.5,5.583333333333333,18
4,SS,Trevor Story,32150,11,34,5.666666666666667,18
5,OF,Christian Yelich,31283,6,36.5,6.083333333333333,18
5,OF,Jordan Beck,4619460,8,31,5.166666666666667,18
5,OF,Ramon Laureano,35142,9,30.5,4.357142857142857,18
5,OF,Trent Grisham,34995,14,29.5,5.9,18
5,OF,Jarren Duran,41610,6,26.5,5.3,18
6,2B/SS,Gunnar Henderson,42507,11,33.5,4.785714285714286,18
7,1B/3B,Vladimir Guerrero Jr.,35002,4,23,3.2857142857142856,18
12,UTIL,Jackson Merrill,4872691,7,26,4.333333333333333,18
14,SP,Lucas Giolito,32697,1,46.5,23.25,18
14,SP,Yoshinobu Yamamoto,4872587,8,46,23,18
14,SP,Cristopher Sanchez,42359,7,39,19.5,18
14,SP,Trevor Rogers,39640,9,36,36,18
14,SP,Framber Valdez,36581,7,31.5,15.75,18
14,SP,Luis Castillo,35124,11,30.5,15.25,18
15,RP,Raisel Iglesias,33618,8,22,5.5,18
15,RP,Jeremiah Estrada,41014,4,17.5,4.375,18
15,RP,Jeff Hoffman,33841,4,16.5,4.125,18
0,C,Shea Langeliers,42598,9,35.5,5.916666666666667,19
1,1B,Josh Naylor,35066,6,36,7.2,19
2,2B,Jose Altuve,31662,1,36,6,19
3,3B,Ernie Clement,41287,12,31.5,5.25,19
4,SS,Bo Bichette,38904,6,33,5.5,19
5,OF,Jurickson Profar,31117,12,39,4.875,19
5,OF,Isaac Collins,42959,4,33.5,5.583333333333333,19
5,OF,Juan Soto,36969,12,31.5,5.25,19
5,OF,Corbin Carroll,42404,8,30,5,19
5,OF,Julio Rodriguez,41044,14,30,5,19
6,2B/SS,Xander Bogaerts,31606,12,29,4.833333333333333,19
7,1B/3B,Vladimir Guerrero Jr.,35002,4,35.5,5.916666666666667,19
12,UTIL,Shohei Ohtani,39832,14,37.5,6.25,19
14,SP,Sonny Gray,32082,2,57,28.5,19
14,SP,Shota Imanaga,5134630,2,51,25.5,19
14,SP,Bryan Woo,4629089,8,49.5,24.75,19
14,SP,Tyler Glasnow,33190,13,42,21,19
14,SP,Jesus Luzardo,39667,12,36.5,18.25,19
14,SP,Edward Cabrera,40944,9,35.5,35.5,19
15,RP,Abner Uribe,4917865,9,26,6.5,19
15,RP,Trevor Megill,40080,4,22,5.5,19
15,RP,David Bednar,38303,5,21.5,7.166666666666667,19
0,C,William Contreras,39895,6,29.5,4.916666666666667,20
1,1B,Ben Rice,5016968,2,28,4.666666666666667,20
2,2B,Ketel Marte,32512,12,35,5,20
3,3B,Jazz Chisholm Jr.,41433,14,33,5.5,20
4,SS,Francisco Lindor,32129,5,43.5,7.25,20
5,OF,Christian Yelich,31283,6,41,6.833333333333333,20
5,OF,Ramon Laureano,35142,9,33,5.5,20
5,OF,Michael Harris II,42470,1,31.5,5.25,20
5,OF,Sal Frelick,4417795,5,30,6,20
5,OF,Roman Anthony,5080767,4,29.5,4.916666666666667,20
6,2B/SS,Geraldo Perdomo,41355,5,36,5.142857142857143,20
7,1B/3B,Alex Bregman,34886,13,26,5.2,20
12,UTIL,Zach Neto,4666100,8,34,5.666666666666667,20
14,SP,Dean Kremer,38295,5,56.5,28.25,20
14,SP,Logan Webb,41216,12,35.5,17.75,20
14,SP,Will Warren,5132011,9,32.5,16.25,20
14,SP,Jacob Lopez,42239,5,31,31,20
14,SP,Jose Soriano,40973,2,29.5,14.75,20
14,SP,Andrew Abbott,4414528,9,29,29,20
15,RP,Raisel Iglesias,33618,8,23,5.75,20
15,RP,Kyle Finnegan,36543,6,21.5,5.375,20
15,RP,Luke Weaver,33770,9,20,6.666666666666667,20
0,C,J.T. Realmuto,32177,13,29.5,5.9,21
1,1B,Vinnie Pasquantino,4109109,13,48.5,6.928571428571429,21
2,2B,Brice Turang,41179,14,30.5,4.357142857142857,21
3,3B,Colson Montgomery,4872685,9,26.5,5.3,21
4,SS,Trea Turner,33710,14,38.5,6.416666666666667,21
5,OF,Jurickson Profar,31117,12,40.5,6.75,21
5,OF,Wyatt Langford,4719324,2,36,5.142857142857143,21
5,OF,Brenton Doyle,42462,9,33.5,5.583333333333333,21
5,OF,Giancarlo Stanton,30583,1,31.5,5.25,21
5,OF,George Springer,32078,14,29.5,4.916666666666667,21
6,2B/SS,Bobby Witt Jr.,42403,7,33,4.714285714285714,21
7,1B/3B,Freddie Freeman,30193,14,37.5,5.357142857142857,21
12,UTIL,Gunnar Henderson,42507,11,29.5,4.916666666666667,21
14,SP,Ranger Suarez,39817,11,60.5,30.25,21
14,SP,Paul Skenes,4719507,13,52.5,26.25,21
14,SP,Trevor Rogers,39640,9,52,26,21
14,SP,Merrill Kelly,32968,12,49.5,24.75,21
14,SP,Nick Pivetta,36071,4,49,24.5,21
14,SP,David Peterson,40921,14,46.5,23.25,21
15,RP,Daniel Palencia,4875225,6,24,6,21
15,RP,Bryan Abreu,41208,12,20.5,6.833333333333333,21
15,RP,Carlos Estevez,34861,13,20,6.666666666666667,21
0,C,William Contreras,39895,6,23,4.6,22
1,1B,Cody Bellinger,33912,6,35,7,22
2,2B,Ozzie Albies,33783,8,31.5,6.3,22
3,3B,Rafael Devers,33859,2,29.5,7.375,22
4,SS,Willy Adames,33675,1,22,5.5,22
5,OF,Trent Grisham,34995,14,28,5.6,22
5,OF,George Springer,32078,14,27.5,6.875,22
5,OF,Jazz Chisholm Jr.,41433,14,27,5.4,22
