team_id,start_bucket,n_start,pct_start
1,<= 0,23,0.12041884816753927
1,1-5,24,0.1256544502617801
1,6-10,28,0.14659685863874344
1,11-15,27,0.14136125654450263
1,16-20,32,0.16753926701570682
1,21-25,28,0.14659685863874344
1,26-30,19,0.09947643979057591
1,> 30,10,0.05235602094240838
2,<= 0,24,0.12244897959183673
2,1-5,29,0.14795918367346939
2,6-10,37,0.18877551020408162
2,11-15,24,0.12244897959183673
2,16-20,22,0.11224489795918367
2,21-25,32,0.16326530612244897
2,26-30,21,0.10714285714285714
2,> 30,7,0.03571428571428571
4,<= 0,24,0.11940298507462686
4,1-5,22,0.10945273631840796
4,6-10,31,0.15422885572139303
4,11-15,27,0.13432835820895522
4,16-20,30,0.14925373134328357
4,21-25,27,0.13432835820895522
4,26-30,29,0.14427860696517414
4,> 30,11,0.05472636815920398
5,<= 0,26,0.1326530612244898
5,1-5,28,0.14285714285714285
5,6-10,32,0.16326530612244897
5,11-15,26,0.1326530612244898
5,16-20,26,0.1326530612244898
5,21-25,31,0.15816326530612246
5,26-30,16,0.08163265306122448
5,> 30,11,0.05612244897959184
6,<= 0,26,0.13
6,1-5,19,0.095
6,6-10,36,0.18
6,11-15,30,0.15
6,16-20,26,0.13
6,21-25,31,0.155
6,26-30,16,0.08
6,> 30,16,0.08
7,<= 0,27,0.13846153846153847
7,1-5,17,0.08717948717948718
7,6-10,21,0.1076923076923077
7,11-15,28,0.14358974358974358
7,16-20,37,0.18974358974358974
7,21-25,30,0.15384615384615385
7,26-30,24,0.12307692307692308
7,> 30,11,0.05641025641025641
8,<= 0,28,0.14583333333333334
8,1-5,19,0.09895833333333333
8,6-10,32,0.16666666666666666
8,11-15,22,0.11458333333333333
8,16-20,37,0.19270833333333334
8,21-25,28,0.14583333333333334
8,26-30,20,0.10416666666666667
8,> 30,6,0.03125
9,<= 0,22,0.1111111111111111
9,1-5,23,0.11616161616161616
9,6-10,28,0.1414141414141414
9,11-15,20,0.10101010101010101
9,16-20,36,0.18181818181818182
9,21-25,32,0.16161616161616163
9,26-30,23,0.11616161616161616
9,> 30,14,0.0707070707070707
11,<= 0,20,0.10101010101010101
11,1-5,14,0.0707070707070707
11,6-10,35,0.17676767676767677
11,11-15,39,0.19696969696969696
11,16-20,28,0.1414141414141414
11,21-25,30,0.15151515151515152
11,26-30,23,0.11616161616161616
11,> 30,9,0.045454545454545456
12,<= 0,33,0.1813186813186813
12,1-5,17,0.09340659340659341
12,6-10,28,0.15384615384615385
12,11-15,22,0.12087912087912088
12,16-20,30,0.16483516483516483
12,21-25,30,0.16483516483516483
12,26-30,16,0.08791208791208792
12,> 30,6,0.03296703296703297
13,<= 0,25,0.13020833333333334
13,1-5,20,0.10416666666666667
13,6-10,26,0.13541666666666666
13,11-15,32,0.16666666666666666
13,16-20,24,0.125
13,21-25,34,0.17708333333333334
13,26-30,23,0.11979166666666667
13,> 30,8,0.041666666666666664
14,<= 0,29,0.14795918367346939
14,1-5,33,0.1683673469387755
14,6-10,27,0.1377551020408163
14,11-15,24,0.12244897959183673
14,16-20,33,0.1683673469387755
14,21-25,35,0.17857142857142858
14,26-30,12,0.061224489795918366
14,> 30,3,0.015306122448979591
