team_id,qs,k,k_sp,k_rp,bb,bb_sp,bb_rp,outs,outs_sp,outs_rp,earned_runs,earned_runs_sp,earned_runs_rp,hr_allowed_sp,hr_allowed_rp,hr_allowed,hpb,hpb_sp,hpb_rp,blue_balls,langes,bednars,era,era_sp,era_rp,k9,k9_sp,k9_rp,bb9,bb9_sp,bb9_rp,k_per_bb,k_per_bb_sp,k_per_bb_rp,hr9,hr9_sp,hr9_rp,fip,fip_sp,fip_rp,fip_constant
1,85,1329,1095,234,448,369,79,3855,3291,564,534,454,80,143,22,165,51,40,11,6,9,3,3.740077821011673,3.724703737465816,3.8297872340425534,9.308171206225682,8.98359161349134,11.202127659574467,3.1377431906614786,3.027347310847767,3.7819148936170217,2.966517857142857,2.967479674796748,2.962025316455696,1.1556420233463036,1.1731996353691887,1.0531914893617023,3.8298242759257057,3.880838538381856,3.5321506274448713,3.0640655210618926
2,67,1239,1016,223,408,331,77,3721,3172,549,602,539,63,168,19,187,57,43,14,5,9,1,4.368180596613814,4.5879571248423705,3.098360655737705,8.990325181402849,8.648171500630516,10.967213114754099,2.960494490728299,2.8174653215636822,3.7868852459016393,3.036764705882353,3.069486404833837,2.896103896103896,1.3568933082504704,1.4300126103404793,0.9344262295081966,4.150870143475222,4.268983553848778,3.468437105761346,3.0640655210618926
4,85,1329,1096,233,401,322,79,3711,3152,559,508,437,71,154,25,179,44,38,6,10,11,5,3.696038803556993,3.7433375634517767,3.4293381037567086,9.669361358124496,9.388324873096446,11.25402504472272,2.9175424413904607,2.758248730964467,3.8157423971377464,3.314214463840399,3.4037267080745344,2.949367088607595,1.3023443815683104,1.3191624365482233,1.2075134168157424,3.87570658815971,3.9111467393360044,3.675872318915202,3.0640655210618926
5,82,1299,1077,222,411,334,77,3705,3168,537,529,464,65,138,18,156,54,42,12,14,8,3,3.8550607287449394,3.9545454545454546,3.2681564245810053,9.466396761133604,9.178977272727273,11.162011173184357,2.9951417004048584,2.846590909090909,3.871508379888268,3.1605839416058394,3.2245508982035926,2.883116883116883,1.1368421052631579,1.1761363636363638,0.9050279329608938,3.7320817153938766,3.79133824833462,3.382501275251837,3.0640655210618926
6,92,1278,1048,230,379,310,69,3827,3244,583,509,450,59,147,18,165,44,38,6,5,5,1,3.5910634962111314,3.7453760789149197,2.7324185248713553,9.016461980663705,8.72256473489519,10.65180102915952,2.6738960020904106,2.5801479654747226,3.195540308747856,3.372031662269129,3.3806451612903228,3.3333333333333335,1.1640972040763,1.2234895191122073,0.8336192109777015,3.7366550167504213,3.858455163478662,3.058919723463265,3.0640655210618926
7,90,1295,1107,188,454,380,74,3875,3338,537,577,497,80,135,15,150,56,48,8,13,17,9,4.0203870967741935,4.020071899340922,4.022346368715084,9.023225806451613,8.954164170161773,9.452513966480447,3.1633548387096773,3.073696824445776,3.7206703910614523,2.852422907488987,2.913157894736842,2.5405405405405403,1.0451612903225806,1.091971240263631,0.7541899441340781,3.7530977791264086,3.805527474327321,3.4271940126820044,3.0640655210618926
8,91,1247,1028,219,370,306,64,3752,3222,530,523,460,63,162,20,182,48,39,9,10,10,1,3.763592750533049,3.854748603351955,3.209433962264151,8.97361407249467,8.614525139664805,11.156603773584907,2.6625799573560767,2.564245810055866,3.260377358490566,3.3702702702702703,3.3594771241830066,3.421875,1.3097014925373134,1.3575418994413408,1.0188679245283019,3.9643853504861997,4.074307606722972,3.2961409927600056,3.0640655210618926
9,89,1241,1032,209,429,364,65,3905,3327,578,516,443,73,112,20,132,58,48,10,8,12,3,3.567733674775928,3.595130748422002,3.4100346020761245,8.580537772087068,8.375112714156897,9.762975778546712,2.9661971830985916,2.9540126239855726,3.036332179930796,2.8927738927738926,2.8351648351648353,3.2153846153846155,0.9126760563380281,0.90892696122633,0.9342560553633219,3.597996378936412,3.630341445317979,3.4118163861137956,3.0640655210618926
11,80,1137,925,212,385,315,70,3677,3148,529,562,514,48,150,12,162,43,38,5,3,5,0,4.126733750339951,4.40851334180432,2.449905482041588,8.348925754691324,7.933608640406607,10.820415879017013,2.8270329072613545,2.7017153748411693,3.572778827977315,2.9532467532467535,2.9365079365079363,3.0285714285714285,1.189556703834648,1.286531130876747,0.612476370510397,3.9745904054785366,4.168576321570152,2.820209188358679,3.0640655210618926
12,100,1430,1125,305,419,331,88,4149,3408,741,535,452,83,126,25,151,50,32,18,12,11,0,3.4815618221258138,3.5809859154929575,3.0242914979757085,9.3058568329718,8.912852112676056,11.11336032388664,2.7266811279826464,2.6223591549295775,3.2064777327935223,3.412887828162291,3.3987915407854983,3.465909090909091,0.9826464208242951,0.9982394366197183,0.9109311740890688,3.4328290785456237,3.4839598872590756,3.1976687599282894,3.0640655210618926
13,92,1370,1161,209,413,324,89,3874,3261,613,470,385,85,114,21,135,48,43,5,6,11,1,3.275684047496128,3.187672493100276,3.7438825448613375,9.548270521424884,9.612695492180313,9.205546492659053,2.8784202374806402,2.68261269549218,3.9200652528548123,3.317191283292978,3.5833333333333335,2.348314606741573,0.9408879710893133,0.9438822447102116,0.9249592169657422,3.372274091015429,3.304175916646069,3.7345386042592823,3.0640655210618926
14,83,1251,1015,236,474,402,72,3980,3352,628,565,490,75,135,22,157,47,39,8,14,8,4,3.832914572864322,3.946897374701671,3.2245222929936306,8.486683417085427,8.175715990453462,10.146496815286625,3.215577889447236,3.2380668257756566,3.0955414012738856,2.6392405063291138,2.5248756218905473,3.2777777777777777,1.065075376884422,1.0874105011933173,0.945859872611465,3.894718787393551,4.002013015095305,3.322027304501383,3.0640655210618926
