matchup_id,game_id,home_team_id,home_total_points,home_batting_points,home_pitching_points,away_team_id,away_total_points,away_batting_points,away_pitching_points,home_team,away_team
8,47,13,316,146,170,1,312.5,181.5,131,Ketel Bells,The Talmudic Tunnelers
8,48,14,372,230.5,141.5,7,351,176.5,174.5,Burnes Notice,At Witt's End
9,49,12,311.5,155.5,156,4,430,266,164,Blasphemous Hot Takes,All That is Wright
9,50,2,343,214.5,128.5,9,265,149,116,Sac Fly by the Rook,Guts. Glory. JRam.
9,51,5,368.5,193,175.5,6,335.5,160,175.5,The Traveling Secretaries,The Novaks
9,52,11,331.5,202,129.5,13,361,184,177,The West Bank Occupiers,Ketel Bells
9,53,8,341,174.5,166.5,14,389,208,181,Mt. Everest Taquito Farmers,Burnes Notice
9,54,1,366.5,215.5,151,7,345.5,217.5,128,The Talmudic Tunnelers,At Witt's End
10,55,4,139,79,60,9,118,90,28,All That is Wright,Guts. Glory. JRam.
10,56,6,160,58,102,12,116.5,69.5,47,The Novaks,Blasphemous Hot Takes
10,57,13,160,75.5,84.5,2,98.5,78.5,20,Ketel Bells,Sac Fly by the Rook
10,58,14,194,69,125,5,150.5,82,68.5,Burnes Notice,The Traveling Secretaries
10,59,7,107.5,79,28.5,11,135.5,76,59.5,At Witt's End,The West Bank Occupiers
10,60,1,124,75.5,48.5,8,137.5,77.5,60,The Talmudic Tunnelers,Mt. Everest Taquito Farmers
11,61,6,NA,NA,NA,4,NA,NA,NA,The Novaks,All That is Wright
11,62,9,NA,NA,NA,13,NA,NA,NA,Guts. Glory. JRam.,Ketel Bells
11,63,12,NA,NA,NA,14,NA,NA,NA,Blasphemous Hot Takes,Burnes Notice
11,64,2,NA,NA,NA,7,NA,NA,NA,Sac Fly by the Rook,At Witt's End
11,65,5,NA,NA,NA,1,NA,NA,NA,The Traveling Secretaries,The Talmudic Tunnelers
11,66,11,NA,NA,NA,8,NA,NA,NA,The West Bank Occupiers,Mt. Everest Taquito Farmers
12,67,4,NA,NA,NA,13,NA,NA,NA,All That is Wright,Ketel Bells
12,68,14,NA,NA,NA,6,NA,NA,NA,Burnes Notice,The Novaks
12,69,7,NA,NA,NA,9,NA,NA,NA,At Witt's End,Guts. Glory. JRam.
12,70,1,NA,NA,NA,12,NA,NA,NA,The Talmudic Tunnelers,Blasphemous Hot Takes
12,71,8,NA,NA,NA,2,NA,NA,NA,Mt. Everest Taquito Farmers,Sac Fly by the Rook
12,72,11,NA,NA,NA,5,NA,NA,NA,The West Bank Occupiers,The Traveling Secretaries
13,73,14,NA,NA,NA,4,NA,NA,NA,Burnes Notice,All That is Wright
13,74,13,NA,NA,NA,7,NA,NA,NA,Ketel Bells,At Witt's End
13,75,6,NA,NA,NA,1,NA,NA,NA,The Novaks,The Talmudic Tunnelers
13,76,9,NA,NA,NA,8,NA,NA,NA,Guts. Glory. JRam.,Mt. Everest Taquito Farmers
13,77,12,NA,NA,NA,11,NA,NA,NA,Blasphemous Hot Takes,The West Bank Occupiers
13,78,2,NA,NA,NA,5,NA,NA,NA,Sac Fly by the Rook,The Traveling Secretaries
14,79,4,NA,NA,NA,7,NA,NA,NA,All That is Wright,At Witt's End
14,80,1,NA,NA,NA,14,NA,NA,NA,The Talmudic Tunnelers,Burnes Notice
14,81,8,NA,NA,NA,13,NA,NA,NA,Mt. Everest Taquito Farmers,Ketel Bells
14,82,11,NA,NA,NA,6,NA,NA,NA,The West Bank Occupiers,The Novaks
14,83,5,NA,NA,NA,9,NA,NA,NA,The Traveling Secretaries,Guts. Glory. JRam.
14,84,2,NA,NA,NA,12,NA,NA,NA,Sac Fly by the Rook,Blasphemous Hot Takes
15,85,1,NA,NA,NA,4,NA,NA,NA,The Talmudic Tunnelers,All That is Wright
15,86,7,NA,NA,NA,8,NA,NA,NA,At Witt's End,Mt. Everest Taquito Farmers
15,87,14,NA,NA,NA,11,NA,NA,NA,Burnes Notice,The West Bank Occupiers
15,88,13,NA,NA,NA,5,NA,NA,NA,Ketel Bells,The Traveling Secretaries
15,89,6,NA,NA,NA,2,NA,NA,NA,The Novaks,Sac Fly by the Rook
15,90,9,NA,NA,NA,12,NA,NA,NA,Guts. Glory. JRam.,Blasphemous Hot Takes
16,91,4,NA,NA,NA,8,NA,NA,NA,All That is Wright,Mt. Everest Taquito Farmers
16,92,11,NA,NA,NA,1,NA,NA,NA,The West Bank Occupiers,The Talmudic Tunnelers
16,93,5,NA,NA,NA,7,NA,NA,NA,The Traveling Secretaries,At Witt's End
16,94,2,NA,NA,NA,14,NA,NA,NA,Sac Fly by the Rook,Burnes Notice
16,95,12,NA,NA,NA,13,NA,NA,NA,Blasphemous Hot Takes,Ketel Bells
16,96,9,NA,NA,NA,6,NA,NA,NA,Guts. Glory. JRam.,The Novaks
17,97,11,NA,NA,NA,4,NA,NA,NA,The West Bank Occupiers,All That is Wright
17,98,8,NA,NA,NA,5,NA,NA,NA,Mt. Everest Taquito Farmers,The Traveling Secretaries
17,99,1,NA,NA,NA,2,NA,NA,NA,The Talmudic Tunnelers,Sac Fly by the Rook
17,100,7,NA,NA,NA,12,NA,NA,NA,At Witt's End,Blasphemous Hot Takes
17,101,14,NA,NA,NA,9,NA,NA,NA,Burnes Notice,Guts. Glory. JRam.
17,102,13,NA,NA,NA,6,NA,NA,NA,Ketel Bells,The Novaks
18,103,4,NA,NA,NA,5,NA,NA,NA,All That is Wright,The Traveling Secretaries
18,104,2,NA,NA,NA,11,NA,NA,NA,Sac Fly by the Rook,The West Bank Occupiers
18,105,12,NA,NA,NA,8,NA,NA,NA,Blasphemous Hot Takes,Mt. Everest Taquito Farmers
18,106,9,NA,NA,NA,1,NA,NA,NA,Guts. Glory. JRam.,The Talmudic Tunnelers
18,107,6,NA,NA,NA,7,NA,NA,NA,The Novaks,At Witt's End
18,108,13,NA,NA,NA,14,NA,NA,NA,Ketel Bells,Burnes Notice
19,109,2,NA,NA,NA,4,NA,NA,NA,Sac Fly by the Rook,All That is Wright
19,110,5,NA,NA,NA,12,NA,NA,NA,The Traveling Secretaries,Blasphemous Hot Takes
19,111,11,NA,NA,NA,9,NA,NA,NA,The West Bank Occupiers,Guts. Glory. JRam.
19,112,8,NA,NA,NA,6,NA,NA,NA,Mt. Everest Taquito Farmers,The Novaks
19,113,1,NA,NA,NA,13,NA,NA,NA,The Talmudic Tunnelers,Ketel Bells
19,114,7,NA,NA,NA,14,NA,NA,NA,At Witt's End,Burnes Notice
20,115,4,NA,NA,NA,12,NA,NA,NA,All That is Wright,Blasphemous Hot Takes
20,116,9,NA,NA,NA,2,NA,NA,NA,Guts. Glory. JRam.,Sac Fly by the Rook
20,117,6,NA,NA,NA,5,NA,NA,NA,The Novaks,The Traveling Secretaries
20,118,13,NA,NA,NA,11,NA,NA,NA,Ketel Bells,The West Bank Occupiers
20,119,14,NA,NA,NA,8,NA,NA,NA,Burnes Notice,Mt. Everest Taquito Farmers
20,120,7,NA,NA,NA,1,NA,NA,NA,At Witt's End,The Talmudic Tunnelers
21,121,9,NA,NA,NA,4,NA,NA,NA,Guts. Glory. JRam.,All That is Wright
21,122,12,NA,NA,NA,6,NA,NA,NA,Blasphemous Hot Takes,The Novaks
21,123,2,NA,NA,NA,13,NA,NA,NA,Sac Fly by the Rook,Ketel Bells
21,124,5,NA,NA,NA,14,NA,NA,NA,The Traveling Secretaries,Burnes Notice
21,125,11,NA,NA,NA,7,NA,NA,NA,The West Bank Occupiers,At Witt's End
21,126,8,NA,NA,NA,1,NA,NA,NA,Mt. Everest Taquito Farmers,The Talmudic Tunnelers
